株式会社　太田出版株式会社　太田出版 , 35.691802 , 139.720479
株式会社　ＴＫＣ　東京本社株式会社　ＴＫＣ　東京本社 , 35.701951 , 139.74277
株式会社　銀座コージーコーナー株式会社　銀座コージーコーナー , 35.702407 , 139.74331
土地興業　株式会社土地興業　株式会社 , 35.702687 , 139.742814
大興電子通信　株式会社大興電子通信　株式会社 , 35.701819 , 139.742708
社団法人　金融財政事情研究会　検定センター社団法人　金融財政事情研究会　検定センター , 35.688804 , 139.72232
大日本印刷　株式会社大日本印刷　株式会社 , 35.695623 , 139.731017
新日本法規出版　株式会社新日本法規出版　株式会社 , 35.695972 , 139.735585
公益財団法人　東京都予防医学協会　代謝異常検査センター公益財団法人　東京都予防医学協会　代謝異常検査センター , 35.694281 , 139.735923
東京産婦人科医会東京産婦人科医会 , 35.693781 , 139.735982
株式会社　偕成社株式会社　偕成社 , 35.696412 , 139.735646
公益財団法人　東京都予防医学協会公益財団法人　東京都予防医学協会 , 35.694281 , 139.735923
公益財団法人　東京都予防医学協会公益財団法人　東京都予防医学協会 , 35.694281 , 139.735923
菱電エレベータ施設　株式会社菱電エレベータ施設　株式会社 , 35.695795 , 139.734988
中央大学　市ヶ谷田町キャンパス中央大学　市ヶ谷田町キャンパス , 35.693687 , 139.736605
株式会社　インテリジェンス株式会社　インテリジェンス , 35.693687 , 139.736605
アンスティチュ・フランセ東京アンスティチュ・フランセ東京 , 35.698347 , 139.739776
一般社団法人　家の光協会一般社団法人　家の光協会 , 35.698325 , 139.740426
中央大学　市ヶ谷キャンパス中央大学　市ヶ谷キャンパス , 35.69277 , 139.730077
経済アナリスト協会経済アナリスト協会 , 35.690911 , 139.731341
銀行業務検定協会銀行業務検定協会 , 35.690894 , 139.731327
株式会社　井田両国堂株式会社　井田両国堂 , 35.691178 , 139.73299
株式会社　経済法令研究会株式会社　経済法令研究会 , 35.690894 , 139.731327
独立行政法人　日本学生支援機構独立行政法人　日本学生支援機構 , 35.694615 , 139.731791
株式会社　福田組　東京本店株式会社　福田組　東京本店 , 35.691017 , 139.732256
独立行政法人　国際協力機構研究所独立行政法人　国際協力機構研究所 , 35.694496 , 139.731179
防衛省　情報本部防衛省　情報本部 , 35.692694 , 139.728781
防衛省　航空幕僚監部防衛省　航空幕僚監部 , 35.692694 , 139.728781
自衛隊　東京地方　協力本部自衛隊　東京地方　協力本部 , 35.694957 , 139.730908
防衛省　技術研究本部防衛省　技術研究本部 , 35.692694 , 139.728781
防衛省防衛研究所防衛省防衛研究所 , 35.692694 , 139.728781
防衛省　装備施設本部防衛省　装備施設本部 , 35.692694 , 139.728781
防衛省　防衛監察本部防衛省　防衛監察本部 , 35.692694 , 139.728781
防衛施設庁　内部部局防衛施設庁　内部部局 , 35.692694 , 139.728781
イカロス出版　株式会社イカロス出版　株式会社 , 35.690668 , 139.732378
持田製薬　株式会社　本社別館持田製薬　株式会社　本社別館 , 35.690175 , 139.731133
防衛省　内部部局防衛省　内部部局 , 35.692694 , 139.728781
防衛省　共済組合防衛省　共済組合 , 35.692694 , 139.728781
防衛省　陸上幕僚監部防衛省　陸上幕僚監部 , 35.692694 , 139.728781
防衛省　統合幕僚会議防衛省　統合幕僚会議 , 35.692694 , 139.728781
防衛省　海上幕僚監部防衛省　海上幕僚監部 , 35.692694 , 139.728781
職業訓練法人　日本技能教育開発センター職業訓練法人　日本技能教育開発センター , 35.701348 , 139.73756
東京シティ信用金庫　神楽坂支店東京シティ信用金庫　神楽坂支店 , 35.701962 , 139.737523
大日本印刷　株式会社　榎町工場大日本印刷　株式会社　榎町工場 , 35.705853 , 139.728899
公益財団法人　日本英語検定協会　英検サービスセンター公益財団法人　日本英語検定協会　英検サービスセンター , 35.705853 , 139.728899
株式会社　ムックハウス株式会社　ムックハウス , nan , nan
株式会社　サイエンス　リサーチアンドコンサルティング株式会社　サイエンス　リサーチアンドコンサルティング , 35.704528 , 139.727263
生活協同組合パルシステム東京生活協同組合パルシステム東京 , 35.702307 , 139.708569
パルシステム生活協同組合連合会パルシステム生活協同組合連合会 , 35.702307 , 139.708569
株式会社　シジシージャパン株式会社　シジシージャパン , 35.70102 , 139.70872
日本年金機構　会計部日本年金機構　会計部 , 35.701231 , 139.706694
日本赤十字社　東京都支部日本赤十字社　東京都支部 , 35.699474 , 139.707472
東京社会保険事務局東京社会保険事務局 , 35.701231 , 139.706694
東京税務会計事務所　健康保険組合東京税務会計事務所　健康保険組合 , 35.701897 , 139.706751
株式会社　三徳株式会社　三徳 , 35.70102 , 139.70872
早稲田大学　理工学部早稲田大学　理工学部 , 35.705887 , 139.706035
東京都　電設工業厚生年金基金東京都　電設工業厚生年金基金 , 35.702237 , 139.707457
株式会社　河田株式会社　河田 , 35.702226 , 139.708011
新宿社会保険事務所新宿社会保険事務所 , nan , nan
社会福祉法人　東京都社会福祉協議会社会福祉法人　東京都社会福祉協議会 , 35.701588 , 139.744366
株式会社　音楽之友社株式会社　音楽之友社 , 35.703703 , 139.736213
学校法人　東京理科大学学校法人　東京理科大学 , 35.699452 , 139.741369
新宿区役所　総務部　税務課新宿区役所　総務部　税務課 , 35.693893 , 139.703426
ホテルグレイスリー新宿ホテルグレイスリー新宿 , 35.695293 , 139.701969
財団法人　東京都保険医療公社　大久保病院財団法人　東京都保険医療公社　大久保病院 , 35.696697 , 139.701143
新宿区役所新宿区役所 , 35.693893 , 139.703426
新宿区役所　地域調整課　文化国際課新宿区役所　地域調整課　文化国際課 , 35.693893 , 139.703426
新宿プリンスホテル新宿プリンスホテル , 35.694361 , 139.70027
新宿公共職業安定所新宿公共職業安定所 , 35.697867 , 139.701018
株式会社　オーバル株式会社　オーバル , 35.710307 , 139.683101
下田商事　株式会社下田商事　株式会社 , 35.710807 , 139.686075
学校法人　東京女子医科大学学校法人　東京女子医科大学 , 35.69702 , 139.719905
アキレス　株式会社アキレス　株式会社 , 35.696088 , 139.689404
新宿税務署新宿税務署 , 35.698165 , 139.694389
株式会社　ライトアップショッピングクラブ株式会社　ライトアップショッピングクラブ , 35.696092 , 139.689394
株式会社　日本スタデオ株式会社　日本スタデオ , 35.699569 , 139.730362
株式会社　サンミュージックプロダクション株式会社　サンミュージックプロダクション , 35.687244 , 139.719262
あんしん財団　「楽しいイベント」係あんしん財団　「楽しいイベント」係 , 35.680088 , 139.7201
東鉄工業　株式会社東鉄工業　株式会社 , 35.680088 , 139.7201
（財）　民主音楽協会（財）　民主音楽協会 , 35.68272 , 139.71948
創価学会創価学会 , 35.681307 , 139.720406
慶應義塾大学　医学部慶應義塾大学　医学部 , 35.681433 , 139.71916
聖教新聞社聖教新聞社 , 35.683487 , 139.721541
あんしん財団　災害防止部あんしん財団　災害防止部 , 35.680088 , 139.7201
株式会社　日本コンサルタントグループ株式会社　日本コンサルタントグループ , 35.722596 , 139.700323
エステー　株式会社エステー　株式会社 , 35.715266 , 139.702308
一世印刷　株式会社一世印刷　株式会社 , 35.716658 , 139.700601
学校法人　東京富士大学学校法人　東京富士大学 , 35.715416 , 139.699986
株式会社　誠和株式会社　誠和 , 35.715062 , 139.703782
アニコム損害保険　株式会社アニコム損害保険　株式会社 , 35.716026 , 139.701149
学校法人　田中芸術学園　東京美容専門学校学校法人　田中芸術学園　東京美容専門学校 , 35.715693 , 139.703854
工新建設　株式会社工新建設　株式会社 , 35.71653 , 139.703022
三宝製薬　株式会社三宝製薬　株式会社 , 35.71653 , 139.703022
株式会社　アスク株式会社　アスク , 35.703139 , 139.743816
株式会社　ディスコ　神楽坂ＨＣスタジオ株式会社　ディスコ　神楽坂ＨＣスタジオ , 35.703596 , 139.742948
株式会社　アプラス株式会社　アプラス , 35.705271 , 139.743448
株式会社　朝倉書店株式会社　朝倉書店 , 35.707564 , 139.742482
成美堂出版　（株）成美堂出版　（株） , 35.704359 , 139.74333
小学館プロダクション小学館プロダクション , nan , nan
大和証券　株式会社　新宿支店大和証券　株式会社　新宿支店 , 35.69115 , 139.703616
株式会社　サンズ株式会社　サンズ , 35.696756 , 139.708755
株式会社　三栄株式会社　三栄 , 35.696756 , 139.708755
日本ハウズイング　株式会社日本ハウズイング　株式会社 , 35.690292 , 139.711778
株式会社　エムアイカード株式会社　エムアイカード , 35.693273 , 139.705174
財団法人　東京社会保険協会財団法人　東京社会保険協会 , 35.698024 , 139.709077
株式会社　タイトー株式会社　タイトー , 35.696756 , 139.708755
あいおい損害保険　株式会社あいおい損害保険　株式会社 , 35.687994 , 139.712559
キーウェアソリューションズ　株式会社キーウェアソリューションズ　株式会社 , 35.6901 , 139.704794
株式会社　佐藤秀株式会社　佐藤秀 , 35.692306 , 139.709544
株式会社　スクウェア・エニックス株式会社　スクウェア・エニックス , 35.696756 , 139.708755
株式会社　アデランス株式会社　アデランス , 35.688218 , 139.710159
学校法人　東京医科大学学校法人　東京医科大学 , 35.69372 , 139.71198
オートビジネスサービス　株式会社オートビジネスサービス　株式会社 , 35.691293 , 139.707652
野村不動産パートナーズ　株式会社野村不動産パートナーズ　株式会社 , 35.694705 , 139.707133
ネッツトヨタ東京　株式会社ネッツトヨタ東京　株式会社 , 35.699853 , 139.70817
株式会社　三越伊勢丹　伊勢丹新宿店株式会社　三越伊勢丹　伊勢丹新宿店 , 35.691574 , 139.704647
株式会社　マースエンジニアリング株式会社　マースエンジニアリング , 35.688326 , 139.713105
廣告社　株式会社廣告社　株式会社 , 35.6902 , 139.705378
セイコーエプソン　株式会社セイコーエプソン　株式会社 , 35.688737 , 139.701827
大正薬化工業大正薬化工業 , 35.691388 , 139.70657
株式会社　実務教育出版株式会社　実務教育出版 , 35.687769 , 139.713285
株式会社　実務教育出版株式会社　実務教育出版 , 35.687769 , 139.713285
シティグループ・サービス・ジャパン　株式会社シティグループ・サービス・ジャパン　株式会社 , 35.696756 , 139.708755
オリエント時計　株式会社オリエント時計　株式会社 , 35.688737 , 139.701827
エプソン販売　株式会社エプソン販売　株式会社 , 35.688737 , 139.701827
日神不動産　株式会社日神不動産　株式会社 , 35.691984 , 139.709233
株式会社　ＤｅＮＡトラベル株式会社　ＤｅＮＡトラベル , 35.693805 , 139.707213
株式会社　三栄株式会社　三栄 , 35.696756 , 139.708755
日清食品　株式会社　東京本社日清食品　株式会社　東京本社 , 35.695215 , 139.707273
株式会社　ヨドバシカメラ株式会社　ヨドバシカメラ , 35.692062 , 139.711248
伯東　株式会社伯東　株式会社 , 35.687739 , 139.713423
三晃印刷　株式会社三晃印刷　株式会社 , 35.708395 , 139.736343
協立機電工業　株式会社協立機電工業　株式会社 , 35.708096 , 139.735525
株式会社　ポプラ社株式会社　ポプラ社 , 35.686993 , 139.716185
財団法人　実務教育研究所財団法人　実務教育研究所 , 35.685875 , 139.719218
財団法人　実務技能検定協会財団法人　実務技能検定協会 , 35.711405 , 139.709231
三葉化工　株式会社三葉化工　株式会社 , 35.709726 , 139.698384
東亜ディーケーケー　株式会社東亜ディーケーケー　株式会社 , 35.711312 , 139.704298
社会福祉法人　日本点字図書館社会福祉法人　日本点字図書館 , 35.710908 , 139.704704
全国建設労働組合総連合全国建設労働組合総連合 , 35.713259 , 139.708888
株式会社　マツダアンフィニ東京株式会社　マツダアンフィニ東京 , 35.709911 , 139.709231
花田歯科医院花田歯科医院 , 35.711977 , 139.708395
日本通信教育連盟日本通信教育連盟 , 35.710801 , 139.702336
ビッグボックス西武スポーツプラザビッグボックス西武スポーツプラザ , 35.712595 , 139.704288
マルコメ　（株）　東京支店マルコメ　（株）　東京支店 , 35.712028 , 139.704024
株式会社　ガイドワークス株式会社　ガイドワークス , 35.711206 , 139.699215
（株）　白夜書房（株）　白夜書房 , 35.711206 , 139.699215
株式会社　サンマーク株式会社　サンマーク , 35.710747 , 139.703706
日拓エンタープライズ　（株）日拓エンタープライズ　（株） , 35.713183 , 139.705963
日本文化出版　（株）日本文化出版　（株） , 35.709782 , 139.698233
株式会社　日本文化センター株式会社　日本文化センター , 35.71142 , 139.709128
株式会社　プランネル株式会社　プランネル , 35.71142 , 139.709128
学校法人　日本教育研究団　社会情報大学院大学学校法人　日本教育研究団　社会情報大学院大学 , 35.712306 , 139.706483
株式会社　山文株式会社　山文 , 35.700204 , 139.734879
有限責任　あずさ監査法人有限責任　あずさ監査法人 , 35.702397 , 139.741473
東京厚生年金病院東京厚生年金病院 , 35.703433 , 139.742135
株式会社　熊谷組株式会社　熊谷組 , 35.703005 , 139.74122
東洋ゴム化工品　株式会社　ダイバーテックカンパニー環境工事システム販売部東洋ゴム化工品　株式会社　ダイバーテックカンパニー環境工事システム販売部 , 35.704574 , 139.731711
株式会社　大洋図書株式会社　大洋図書 , 35.705482 , 139.730107
（株）　リーガロイヤルホテル早稲田（株）　リーガロイヤルホテル早稲田 , 35.71037 , 139.722467
わらべや日洋　株式会社わらべや日洋　株式会社 , 35.691997 , 139.714761
株式会社　日洋株式会社　日洋 , 35.691997 , 139.714761
わらべや日洋ホールディングス　株式会社わらべや日洋ホールディングス　株式会社 , 35.691997 , 139.714761
学習院女子中・高等科学習院女子中・高等科 , 35.70748 , 139.71236
国立国際医療センター国立国際医療センター , 35.702292 , 139.716664
学習院女子大学学習院女子大学 , 35.70748 , 139.71236
国立感染症研究所国立感染症研究所 , 35.704337 , 139.717533
独立行政法人　国立健康・栄養研究所独立行政法人　国立健康・栄養研究所 , 35.704337 , 139.717533
早稲田大学　第一文学部早稲田大学　第一文学部 , 35.705137 , 139.717786
東京都水道局　新宿営業所東京都水道局　新宿営業所 , 35.687587 , 139.714435
四谷図書館四谷図書館 , 35.687652 , 139.714398
四谷地域センター四谷地域センター , 35.687652 , 139.714398
四谷区民ホール四谷区民ホール , 35.687652 , 139.714398
新宿区　四谷特別出張所新宿区　四谷特別出張所 , 35.687652 , 139.714398
株式会社　ワニマガジン社株式会社　ワニマガジン社 , 35.68709 , 139.715282
社会福祉法人　聖母会　聖母病院社会福祉法人　聖母会　聖母病院 , 35.719919 , 139.694364
ライオン企画　株式会社ライオン企画　株式会社 , 35.716552 , 139.690155
目白研心中学校・高等学校目白研心中学校・高等学校 , 35.717648 , 139.680065
ＪＡ全農たまご　株式会社ＪＡ全農たまご　株式会社 , 35.718452 , 139.694612
ウエットマスター　株式会社ウエットマスター　株式会社 , 35.722609 , 139.689735
目白学園目白学園 , 35.717648 , 139.680065
株式会社　ピーズサイテック株式会社　ピーズサイテック , 35.705697 , 139.73114
相模商工　株式会社相模商工　株式会社 , 35.719779 , 139.68086
日本光電工業　株式会社日本光電工業　株式会社 , 35.719544 , 139.679074
八千代エンジニヤリング　株式会社八千代エンジニヤリング　株式会社 , 35.720889 , 139.676312
東京日産モーター　株式会社　丸山店東京日産モーター　株式会社　丸山店 , 35.723467 , 139.678058
富士重工業　株式会社富士重工業　株式会社 , 35.691412 , 139.69802
有限会社　森野ウレタン社有限会社　森野ウレタン社 , 35.690586 , 139.685694
小田急電鉄　株式会社小田急電鉄　株式会社 , 35.690673 , 139.696921
株式会社　小田急百貨店株式会社　小田急百貨店 , 35.69135 , 139.699372
クラブツーリズム　株式会社クラブツーリズム　株式会社 , 35.693771 , 139.69357
株式会社　日本小児医事出版社株式会社　日本小児医事出版社 , 35.690038 , 139.684405
株式会社　京王百貨店株式会社　京王百貨店 , 35.690055 , 139.699154
中央職業能力開発協会中央職業能力開発協会 , 35.6972 , 139.698357
株式会社　京王プラザホテル株式会社　京王プラザホテル , 35.690087 , 139.694349
東京都新宿都税事務所東京都新宿都税事務所 , 35.696831 , 139.698754
株式会社　秀栄興産株式会社　秀栄興産 , 35.695925 , 139.698038
株式会社　三松株式会社　三松 , 35.686462 , 139.693132
株式会社　ＫＤＤＩテレサーブ株式会社　ＫＤＤＩテレサーブ , 35.68759 , 139.694986
三菱ＵＦＪ信託銀行　株式会社　新宿支店三菱ＵＦＪ信託銀行　株式会社　新宿支店 , 35.68959 , 139.69838
日本電信電話　株式会社日本電信電話　株式会社 , 35.683454 , 139.687807
損保ジャパン日本興亜ひまわり生命保険　株式会社損保ジャパン日本興亜ひまわり生命保険　株式会社 , 35.692892 , 139.688822
新宿ワシントンホテル新宿ワシントンホテル , 35.686809 , 139.693047
ＫＤＤＩ総合サービス　株式会社ＫＤＤＩ総合サービス　株式会社 , 35.68759 , 139.694986
三井不動産住宅サービス　株式会社三井不動産住宅サービス　株式会社 , 35.697387 , 139.698556
学校法人　工学院大学学校法人　工学院大学 , 35.690611 , 139.695413
（株）　ロッテリア（株）　ロッテリア , 35.683952 , 139.686116
商工組合中央金庫　新宿支店商工組合中央金庫　新宿支店 , 35.688784 , 139.695943
株式会社　ビックカメラ　新宿西口店株式会社　ビックカメラ　新宿西口店 , 35.692539 , 139.698629
セントラル警備保障　（株）セントラル警備保障　（株） , 35.688045 , 139.693501
東京ガス都市開発　（株）東京ガス都市開発　（株） , 35.68554 , 139.691092
有限会社　東京エイドセンター有限会社　東京エイドセンター , 35.688616 , 139.694568
エボニック　デグサ　ジャパン　株式会社エボニック　デグサ　ジャパン　株式会社 , 35.688616 , 139.694568
旭化成ホームズ　株式会社　集合住宅営業本部旭化成ホームズ　株式会社　集合住宅営業本部 , 35.688616 , 139.694568
株式会社　京王エージェンシー株式会社　京王エージェンシー , 35.687984 , 139.693531
ミサワホームホールディングス　株式会社ミサワホームホールディングス　株式会社 , 35.687984 , 139.693531
株式会社　フジタ　東京支店株式会社　フジタ　東京支店 , 35.687957 , 139.68869
ミサワホーム　（株）ミサワホーム　（株） , 35.688045 , 139.693501
株式会社　ＪＴＢ法人東京株式会社　ＪＴＢ法人東京 , 35.68554 , 139.691092
東京都住宅供給公社東京都住宅供給公社 , 35.686588 , 139.688965
株式会社　日本システムディベロップメント株式会社　日本システムディベロップメント , 35.691566 , 139.691149
積水化成品工業　株式会社　東京本部積水化成品工業　株式会社　東京本部 , 35.691566 , 139.691149
安田生命保険　相互会社安田生命保険　相互会社 , 35.690461 , 139.697937
アイタウンプラザ・アイタウンレピアアイタウンプラザ・アイタウンレピア , 35.693552 , 139.687745
東京都庁東京都庁 , 35.689486 , 139.691705
ＫＤＤＩ　株式会社ＫＤＤＩ　株式会社 , 35.687927 , 139.694828
株式会社　エヌ・ティ・ティ・ドコモ　新宿支店株式会社　エヌ・ティ・ティ・ドコモ　新宿支店 , 35.688045 , 139.693501
独立行政法人　都市再生機構　募集販売本部独立行政法人　都市再生機構　募集販売本部 , 35.693132 , 139.693142
サノフィ　株式会社サノフィ　株式会社 , 35.682955 , 139.686721
東京通販　株式会社東京通販　株式会社 , 35.682955 , 139.686721
社団法人　電気通信協会社団法人　電気通信協会 , 35.682955 , 139.686721
日本シイエムケイ　（株）日本シイエムケイ　（株） , 35.693132 , 139.693142
独立行政法人　都市再生機構　東日本支社独立行政法人　都市再生機構　東日本支社 , 35.693132 , 139.693142
インセル　株式会社インセル　株式会社 , 35.693132 , 139.693142
東日本住宅　（株）東日本住宅　（株） , 35.693132 , 139.693142
パークタワーホテル　（株）　パークハイアット東京パークタワーホテル　（株）　パークハイアット東京 , 35.68554 , 139.691092
オータ事務所　株式会社オータ事務所　株式会社 , 35.693132 , 139.693142
株式会社　ＮＩＰＰＯ　関東第一支店株式会社　ＮＩＰＰＯ　関東第一支店 , 35.685427 , 139.690839
株式会社　三菱東京ＵＦＪ銀行　新宿新都心支店株式会社　三菱東京ＵＦＪ銀行　新宿新都心支店 , 35.692326 , 139.697456
エムエスティ保険サービス　株式会社エムエスティ保険サービス　株式会社 , 35.692326 , 139.697456
（株）　日税ビジネスサービス（株）　日税ビジネスサービス , 35.692326 , 139.697456
日本ミシュランタイヤ　株式会社日本ミシュランタイヤ　株式会社 , 35.68554 , 139.691092
日本ロレアル　株式会社日本ロレアル　株式会社 , 35.685427 , 139.690839
株式会社　ＪＴＢ法人東京株式会社　ＪＴＢ法人東京 , 35.68554 , 139.691092
株式会社　シー・アイ・シー株式会社　シー・アイ・シー , 35.689705 , 139.695796
有限会社　アイランド建設業経営状況分析センター有限会社　アイランド建設業経営状況分析センター , 35.693177 , 139.693166
ケーオーデンタル　株式会社ケーオーデンタル　株式会社 , 35.692951 , 139.695365
三井住友建設　株式会社三井住友建設　株式会社 , 35.697471 , 139.698588
住鉱潤滑剤　株式会社住鉱潤滑剤　株式会社 , 35.692951 , 139.695365
リードエグジビションジャパン　株式会社リードエグジビションジャパン　株式会社 , 35.692951 , 139.695365
日本デルファイ・オートモーティブ・システムズ　株式会社日本デルファイ・オートモーティブ・システムズ　株式会社 , 35.692951 , 139.695365
野村不動産　（株）野村不動産　（株） , 35.692951 , 139.695365
野村不動産パートナーズ　株式会社野村不動産パートナーズ　株式会社 , 35.692951 , 139.695365
東京実業健康保険組合　城西支部東京実業健康保険組合　城西支部 , 35.692951 , 139.695365
ＴＢＣグループ　株式会社ＴＢＣグループ　株式会社 , 35.691891 , 139.695369
（株）　総合資格（株）　総合資格 , 35.692951 , 139.695365
エス・バイ・エル　（株）　東京支店エス・バイ・エル　（株）　東京支店 , 35.691891 , 139.695369
三和ホールディングス　株式会社三和ホールディングス　株式会社 , 35.69191 , 139.693901
日本法人化準備　株式会社日本法人化準備　株式会社 , 35.69191 , 139.693901
アフラック・アセット・マネジメント　株式会社アフラック・アセット・マネジメント　株式会社 , 35.69191 , 139.693901
アフラックアフラック , 35.69191 , 139.693901
司法書士法人　中央事務所司法書士法人　中央事務所 , 35.691213 , 139.692361
株式会社　朝日カルチャーセンター　通信講座株式会社　朝日カルチャーセンター　通信講座 , 35.691338 , 139.692612
三井住友海上火災保険　（株）三井住友海上火災保険　（株） , 35.691338 , 139.692612
松田産業　（株）松田産業　（株） , 35.692951 , 139.695365
ＨＯＹＡ　株式会社ＨＯＹＡ　株式会社 , 35.694604 , 139.690754
芸能花伝舎芸能花伝舎 , 35.693973 , 139.68864
全保連　株式会社全保連　株式会社 , 35.690276 , 139.695844
富国生命保険　相互会社　新宿支社富国生命保険　相互会社　新宿支社 , 35.689782 , 139.695684
日本テキサス・インスツルメンツ　株式会社日本テキサス・インスツルメンツ　株式会社 , 35.69191 , 139.693901
全研本社　株式会社全研本社　株式会社 , 35.692905 , 139.687892
株式会社　ビックピーカン株式会社　ビックピーカン , 35.692539 , 139.698629
野村不動産アーバンネット　株式会社野村不動産アーバンネット　株式会社 , 35.692968 , 139.695317
アニコム損害保険　株式会社アニコム損害保険　株式会社 , 35.696231 , 139.690452
光ビジネスフォーム　株式会社光ビジネスフォーム　株式会社 , 35.691351 , 139.692813
損害保険ジャパン日本興亜　株式会社損害保険ジャパン日本興亜　株式会社 , 35.692697 , 139.696109
芙蓉総合リース　（株）　新宿支店芙蓉総合リース　（株）　新宿支店 , 35.691891 , 139.695369
株式会社　みずほ銀行　新宿新都心支店株式会社　みずほ銀行　新宿新都心支店 , 35.691891 , 139.695369
（株）　ナック（株）　ナック , 35.691891 , 139.695369
二幸産業　（株）二幸産業　（株） , 35.691891 , 139.695369
東京建物不動産販売　（株）東京建物不動産販売　（株） , 35.691891 , 139.695369
大和証券　株式会社　新宿センタービル支店大和証券　株式会社　新宿センタービル支店 , 35.691891 , 139.695369
（公財）　東京都防災・建築まちづくりセンター（公財）　東京都防災・建築まちづくりセンター , 35.69684 , 139.697639
シャプラニール　市民による海外協力の会シャプラニール　市民による海外協力の会 , 35.707502 , 139.716666
早稲田大学早稲田大学 , 35.70834 , 139.71974
株式会社　説話社　マイバースディ編集室株式会社　説話社　マイバースディ編集室 , 35.707492 , 139.7195
キリスト教学校教育同盟キリスト教学校教育同盟 , 35.708022 , 139.716334
社会福祉法人　日本盲人会連合社会福祉法人　日本盲人会連合 , 35.710094 , 139.711151
中央開発　株式会社中央開発　株式会社 , 35.710098 , 139.713833
株式会社　ぱぁとわん株式会社　ぱぁとわん , 35.713746 , 139.711321
警視庁　戸塚警察署警視庁　戸塚警察署 , 35.713357 , 139.711192
（株）　學燈社（株）　學燈社 , 35.71227 , 139.715942
（財）　早稲田奉仕園（財）　早稲田奉仕園 , 35.707672 , 139.716198
共栄電資　株式会社共栄電資　株式会社 , 35.706339 , 139.718793
学校法人　早稲田高等学校学校法人　早稲田高等学校 , 35.706796 , 139.719684
（株）　ＪＴＢパブリッシング（株）　ＪＴＢパブリッシング , 35.696959 , 139.734211
株式会社　新学社　東京支社株式会社　新学社　東京支社 , 35.697044 , 139.73482
株式会社　現代書林株式会社　現代書林 , 35.701614 , 139.721656
成城中・高等学校成城中・高等学校 , 35.69834 , 139.722757
ゼブラ　株式会社ゼブラ　株式会社 , 35.705576 , 139.738822
株式会社　双葉社株式会社　双葉社 , 35.705267 , 139.740325
株式会社　トーハン株式会社　トーハン , 35.707776 , 139.739417
社団法人　俳人協会社団法人　俳人協会 , 35.704695 , 139.695479
株式会社　井成株式会社　井成 , 35.700727 , 139.698366
関東ＩＴソフトウェア健康保険組合関東ＩＴソフトウェア健康保険組合 , 35.70222 , 139.695894
大久保健診センター大久保健診センター , 35.70222 , 139.695894
株式会社　益田屋株式会社　益田屋 , 35.702887 , 139.697836
学校法人　電子学園　日本電子専門学校学校法人　電子学園　日本電子専門学校 , 35.698389 , 139.698119
呉羽化学工業　株式会社　生物医学研究所呉羽化学工業　株式会社　生物医学研究所 , 35.705663 , 139.696667
公益財団法人　ユネスコ・アジア文化センター公益財団法人　ユネスコ・アジア文化センター , 35.700859 , 139.73768
社団法人　金融財政事情研究会社団法人　金融財政事情研究会 , 35.679456 , 139.720938
女子学生会館　「明泉」女子学生会館　「明泉」 , 35.680432 , 139.720854
公明機関紙局公明機関紙局 , 35.679201 , 139.721018
株式会社　きんざい株式会社　きんざい , 35.679456 , 139.720938
東京都立新宿山吹高等学校東京都立新宿山吹高等学校 , 35.7072 , 139.729247
全国測量業　厚生年金基金全国測量業　厚生年金基金 , 35.706682 , 139.730869
教職員共済生活協同組合教職員共済生活協同組合 , 35.706467 , 139.730906
株式会社　ダイアプレス株式会社　ダイアプレス , 35.707232 , 139.727649
株式会社　日本アカデミー株式会社　日本アカデミー , 35.708363 , 139.728496
株式会社　自治体研究社株式会社　自治体研究社 , 35.704223 , 139.733514
株式会社　新潮社株式会社　新潮社 , 35.703056 , 139.73333
株式会社　旺文社株式会社　旺文社 , 35.700466 , 139.733254
公益財団法人　日本英語検定協会公益財団法人　日本英語検定協会 , 35.700466 , 139.733254
生活協同組合　東京マイコープ生活協同組合　東京マイコープ , 35.68781 , 139.715656
大塚刷毛製造　（株）大塚刷毛製造　（株） , 35.687247 , 139.718212
新菱冷熱工業　株式会社新菱冷熱工業　株式会社 , 35.687158 , 139.729321
全国健康保険協会　本部全国健康保険協会　本部 , 35.687158 , 139.729321
社団法人　日本薬剤師会社団法人　日本薬剤師会 , 35.688358 , 139.722215
川辺　株式会社川辺　株式会社 , 35.689177 , 139.71595
株式会社　長谷工コミュニティ　東京支店株式会社　長谷工コミュニティ　東京支店 , 35.690224 , 139.714898
持田製薬　（株）持田製薬　（株） , 35.686902 , 139.728952
コモンズ　株式会社コモンズ　株式会社 , 35.69122 , 139.727188
四谷税務署四谷税務署 , 35.688333 , 139.724688
雪印メグミルク　株式会社雪印メグミルク　株式会社 , 35.688175 , 139.728717
東京都赤十字血液センター東京都赤十字血液センター , 35.699265 , 139.716829
総務省　人事・恩給局総務省　人事・恩給局 , 35.700746 , 139.714752
総務省　統計局総務省　統計局 , 35.700746 , 139.714752
株式会社　学文社株式会社　学文社 , 35.705354 , 139.723767
株式会社　学文社株式会社　学文社 , 35.705354 , 139.723767
綜通　株式会社綜通　株式会社 , 35.705931 , 139.723213
