,住所CD,都道府県CD,市区町村CD,町域CD,郵便番号,事業所フラグ,廃止フラグ,都道府県,都道府県カナ,市区町村,市区町村カナ,町域,町域カナ,町域補足,京都通り名,字丁目,字丁目カナ,補足,事業所名,事業所名カナ,事業所住所,新住所CD,住所,lat,lonn
47290,163056000,13,13104,131040067,163-0560,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,東京実業健康保険組合　城西支部,トウキヨウジツギヨウケンコウホケンクミアイ　ジヨウサイシブ,西新宿１丁目２６－２新宿野村ビル,,東京都新宿区西新宿１丁目２６－２新宿野村ビル,35.692951,
47291,163065500,13,13104,131040067,163-0655,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,ＴＢＣグループ　株式会社,テイ－ビイ－シ－グル－プ　カブシキガイシヤ,西新宿１丁目２５－１新宿センタービル４３Ｆ,,東京都新宿区西新宿１丁目２５－１新宿センタービル４３Ｆ,35.691891,
47292,163055700,13,13104,131040067,163-0557,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,（株）　総合資格,カブシキガイシヤ　ソウゴウシカク,西新宿１丁目２６－２新宿野村ビル,,東京都新宿区西新宿１丁目２６－２新宿野村ビル,35.692951,
47293,163065900,13,13104,131040067,163-0659,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,エス・バイ・エル　（株）　東京支店,エス・バイ・エル　カブシキガイシヤ　トウキヨウシテン,西新宿１丁目２５－１新宿センタービル,,東京都新宿区西新宿１丁目２５－１新宿センタービル,35.691891,
47294,163047800,13,13104,131040067,163-0478,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,三和ホールディングス　株式会社,サンワホ－ルデイングス　カブシキガイシヤ,西新宿２丁目１－１新宿三井ビル５２階,,東京都新宿区西新宿２丁目１－１新宿三井ビル５２階,35.69191,
47295,163045602,13,13104,131040067,163-0456,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,日本法人化準備　株式会社,ニホンホウジンカジユンビ　カブシキガイシヤ,西新宿２－１－１新宿三井ビル,,東京都新宿区西新宿２－１－１新宿三井ビル,35.69191,
47296,163045601,13,13104,131040067,163-0456,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,アフラック・アセット・マネジメント　株式会社,アフラツク・アセツト・マネジメント　カブシキガイシヤ,西新宿２－１－１新宿三井ビル,,東京都新宿区西新宿２－１－１新宿三井ビル,35.69191,
47297,163045600,13,13104,131040067,163-0456,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,アフラック,アフラツク,西新宿２－１－１新宿三井ビル,,東京都新宿区西新宿２－１－１新宿三井ビル,35.69191,
47298,163028700,13,13104,131040067,163-0287,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,司法書士法人　中央事務所,シホウシヨシホウジン　チユウオウジムシヨ,西新宿２－６－１－１６階,,東京都新宿区西新宿２－６－１－１６階,35.691213,
47299,163027800,13,13104,131040067,163-0278,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　朝日カルチャーセンター　通信講座,カブシキガイシヤ　アサヒカルチヤ－センタ－　ツウシンコウザ,西新宿２丁目６－１新宿住友ビル,,東京都新宿区西新宿２丁目６－１新宿住友ビル,35.691338,
47300,163026800,13,13104,131040067,163-0268,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,三井住友海上火災保険　（株）,ミツイスミトモカイジヨウカサイホケン　カブシキガイシヤ,西新宿２丁目６－１新宿住友ビル,,東京都新宿区西新宿２丁目６－１新宿住友ビル,35.691338,
47301,163055800,13,13104,131040067,163-0558,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,松田産業　（株）,マツダサンギヨウ　カブシキガイシヤ,西新宿１丁目２６－２新宿野村ビル,,東京都新宿区西新宿１丁目２６－２新宿野村ビル,35.692951,
47302,160834700,13,13104,131040067,160-8347,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,ＨＯＹＡ　株式会社,ホ－ヤ　カブシキガイシヤ,西新宿６－１０－１日土地西新宿ビル２０Ｆ,,東京都新宿区西新宿６－１０－１日土地西新宿ビル２０Ｆ,35.694604,
47303,160837400,13,13104,131040067,160-8374,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,芸能花伝舎,ゲイノウカデンシヤ,西新宿６丁目１２－３０,,東京都新宿区西新宿６丁目１２－３０,35.693973,
47304,160837300,13,13104,131040067,160-8373,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,全保連　株式会社,ゼンホレン　カブシキガイシヤ,西新宿１－２４－１エステック情報ビル１６Ｆ,,東京都新宿区西新宿１－２４－１エステック情報ビル１６Ｆ,35.690276,
47305,160836800,13,13104,131040067,160-8368,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,富国生命保険　相互会社　新宿支社,フコクセイメイホケン　ソウゴカイシヤ　シンジユクシシヤ,西新宿１丁目２３－７新宿ファーストウエスト１６Ｆ,,東京都新宿区西新宿１丁目２３－７新宿ファーストウエスト１６Ｆ,35.689782,
47306,160836600,13,13104,131040067,160-8366,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,日本テキサス・インスツルメンツ　株式会社,ニホンテキサス・インスツルメンツ　カブシキガイシヤ,西新宿６丁目２４－１西新宿三井ビルディング６Ｆ,,東京都新宿区西新宿６丁目２４－１西新宿三井ビルディング６Ｆ,35.69191,
47307,160836100,13,13104,131040067,160-8361,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,全研本社　株式会社,ゼンケンホンシヤ　カブシキガイシヤ,西新宿６－１８－１住友不動産新宿セントラルパークタワー１８階・１９階,,東京都新宿区西新宿６－１８－１住友不動産新宿セントラルパークタワー１８階・１９階,35.692905,
47308,160835800,13,13104,131040067,160-8358,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　ビックピーカン,カブシキガイシヤ　ビツクピ－カン,西新宿１丁目５－１,,東京都新宿区西新宿１丁目５－１,35.692539,
47309,163057600,13,13104,131040067,163-0576,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,野村不動産アーバンネット　株式会社,ノムラフドウサンア－バンネツト　カブシキガイシヤ,西新宿１丁目２６番２号,,東京都新宿区西新宿１丁目２６番２号,35.692968,
47310,160835200,13,13104,131040067,160-8352,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,アニコム損害保険　株式会社,アニコムソンガイホケン　カブシキガイシヤ,西新宿８－１７－１住友不動産新宿グランドタワー３９階,,東京都新宿区西新宿８－１７－１住友不動産新宿グランドタワー３９階,35.696231,
47311,163026100,13,13104,131040067,163-0261,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,光ビジネスフォーム　株式会社,ヒカリビジネスフオ－ム　カブシキガイシヤ,西新宿２丁目６番１号新宿住友ビル１９階,,東京都新宿区西新宿２丁目６番１号新宿住友ビル１９階,35.691351,
47312,160833800,13,13104,131040067,160-8338,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,損害保険ジャパン日本興亜　株式会社,ソンガイホケンジヤパンニツポンコウア　カブシキガイシヤ,西新宿１－２６－１,,東京都新宿区西新宿１－２６－１,35.692697,
47313,163067700,13,13104,131040067,163-0677,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,芙蓉総合リース　（株）　新宿支店,フヨウソウゴウリ－ス　カブシキガイシヤ　シンジユクシテン,西新宿１丁目２５－１新宿センタービル,,東京都新宿区西新宿１丁目２５－１新宿センタービル,35.691891,
47314,163067600,13,13104,131040067,163-0676,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　みずほ銀行　新宿新都心支店,カブシキガイシヤ　ミズホギンコウ　シンジユクシントシンシテン,西新宿１丁目２５－１新宿センタービル,,東京都新宿区西新宿１丁目２５－１新宿センタービル,35.691891,
47315,163067500,13,13104,131040067,163-0675,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,（株）　ナック,カブシキガイシヤ　ナツク,西新宿１丁目２５－１新宿センタービル,,東京都新宿区西新宿１丁目２５－１新宿センタービル,35.691891,
47316,163066900,13,13104,131040067,163-0669,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,二幸産業　（株）,ニコウサンギヨウ　カブシキガイシヤ,西新宿１丁目２５－１新宿センタービル３６Ｆ,,東京都新宿区西新宿１丁目２５－１新宿センタービル３６Ｆ,35.691891,
47317,163066500,13,13104,131040067,163-0665,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,東京建物不動産販売　（株）,トウキヨウタテモノフドウサンハンバイ　カブシキガイシヤ,西新宿１丁目２５－１新宿センタービル,,東京都新宿区西新宿１丁目２５－１新宿センタービル,35.691891,
47318,163066300,13,13104,131040067,163-0663,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,大和証券　株式会社　新宿センタービル支店,ダイワシヨウケン　カブシキガイシヤ　シンジユクセンタ－ビルシテン,西新宿１丁目２５－１新宿センタービル,,東京都新宿区西新宿１丁目２５－１新宿センタービル,35.691891,
47319,160835300,13,13104,131040067,160-8353,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,（公財）　東京都防災・建築まちづくりセンター,（コウザイ）　トウキヨウトボウサイ・ケンチクマチヅクリセンタ－,西新宿７丁目７番３０小田急西新宿Ｏ－ＰＬＡＣＥ,,東京都新宿区西新宿７丁目７番３０小田急西新宿Ｏ－ＰＬＡＣＥ,35.69684,
47390,169861100,13,13104,131040069,169-8611,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,シャプラニール　市民による海外協力の会,シヤプラニ－ル　シミンニヨルカイガイキヨウリヨクノカイ,西早稲田２丁目３－１早稲田奉仕園内,,東京都新宿区西早稲田２丁目３－１早稲田奉仕園内,35.707502,
47391,169805000,13,13104,131040069,169-8050,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,早稲田大学,ワセダダイガク,西早稲田１丁目６－１,,東京都新宿区西早稲田１丁目６－１,35.70834,
47392,169807700,13,13104,131040069,169-8077,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,株式会社　説話社　マイバースディ編集室,カブシキガイシヤ　セツワシヤ　マイバ－スデイヘンシユウシツ,西早稲田１丁目１－６,,東京都新宿区西早稲田１丁目１－６,35.707492,
47393,169850900,13,13104,131040069,169-8509,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,キリスト教学校教育同盟,キリストキヨウガツコウキヨウイクドウメイ,西早稲田２－３－１８－７２,,東京都新宿区西早稲田２－３－１８－７２,35.708022,
47394,169866400,13,13104,131040069,169-8664,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,社会福祉法人　日本盲人会連合,シヤカイフクシホウジン　ニホンモウジンカイレンゴウ,西早稲田２丁目１８－２,,東京都新宿区西早稲田２丁目１８－２,35.710094,
47395,169861200,13,13104,131040069,169-8612,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,中央開発　株式会社,チユウオウカイハツ　カブシキガイシヤ,西早稲田３丁目１３－５,,東京都新宿区西早稲田３丁目１３－５,35.710098,
47396,169860500,13,13104,131040069,169-8605,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,株式会社　ぱぁとわん,カブシキガイシヤ　パアトワン,西早稲田３丁目３０－１６,,東京都新宿区西早稲田３丁目３０－１６,35.713746,
47397,169861000,13,13104,131040069,169-8610,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,警視庁　戸塚警察署,ケイシチヨウ　トツカケイサツシヨ,西早稲田３丁目３０－１３,,東京都新宿区西早稲田３丁目３０－１３,35.713357,
47398,169860800,13,13104,131040069,169-8608,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,（株）　學燈社,カブシキガイシヤ　ガクトウシヤ,西早稲田３丁目５－１０,,東京都新宿区西早稲田３丁目５－１０,35.71227,
47399,169861600,13,13104,131040069,169-8616,1,0,東京都,トウキョウト,新宿区,シンジュクク,西早稲田,ニシワセダ,,,,,,（財）　早稲田奉仕園,ザイダンホウジン　ワセダホウシエン,西早稲田２丁目３－１,,東京都新宿区西早稲田２丁目３－１,35.707672,
47401,162864600,13,13104,131040070,162-8646,1,0,東京都,トウキョウト,新宿区,シンジュクク,馬場下町,ババシタチョウ,,,,,,共栄電資　株式会社,キヨウエイデンシ　カブシキガイシヤ,馬場下町１４,,東京都新宿区馬場下町１４,35.706339,
47402,162865400,13,13104,131040070,162-8654,1,0,東京都,トウキョウト,新宿区,シンジュクク,馬場下町,ババシタチョウ,,,,,,学校法人　早稲田高等学校,ガツコウホウジン　ワセダコウトウガツコウ,馬場下町６２,,東京都新宿区馬場下町６２,35.706796,
47404,162844600,13,13104,131040071,162-8446,1,0,東京都,トウキョウト,新宿区,シンジュクク,払方町,ハライカタマチ,,,,,,（株）　ＪＴＢパブリッシング,（カブ）　ジエイテイ－ビ－パブリツシング,払方町２５－５,,東京都新宿区払方町２５－５,35.696959,
47405,162860200,13,13104,131040071,162-8602,1,0,東京都,トウキョウト,新宿区,シンジュクク,払方町,ハライカタマチ,,,,,,株式会社　新学社　東京支社,ガブシキガイシヤ　シンガクシヤ　トウキヨウシシヤ,払方町１４－１,,東京都新宿区払方町１４－１,35.697044,
47407,162851500,13,13104,131040072,162-8515,1,0,東京都,トウキョウト,新宿区,シンジュクク,原町,ハラマチ,,,,,,株式会社　現代書林,カブシキガイシヤ　ゲンダイシヨリン,原町３丁目６１桂ビル,,東京都新宿区原町３丁目６１桂ビル,35.701614,
47408,162867000,13,13104,131040072,162-8670,1,0,東京都,トウキョウト,新宿区,シンジュクク,原町,ハラマチ,,,,,,成城中・高等学校,セイジヨウチユウ・コウトウガツコウ,原町３丁目８７,,東京都新宿区原町３丁目８７,35.69834,
47411,162856200,13,13104,131040074,162-8562,1,0,東京都,トウキョウト,新宿区,シンジュクク,東五軒町,ヒガシゴケンチョウ,,,,,,ゼブラ　株式会社,ゼブラ　カブシキガイシヤ,東五軒町２－９,,東京都新宿区東五軒町２－９,35.705576,
47412,162854000,13,13104,131040074,162-8540,1,0,東京都,トウキョウト,新宿区,シンジュクク,東五軒町,ヒガシゴケンチョウ,,,,,,株式会社　双葉社,カブシキガイシヤ　フタバシヤ,東五軒町３－２８,,東京都新宿区東五軒町３－２８,35.705267,
47413,162871000,13,13104,131040074,162-8710,1,0,東京都,トウキョウト,新宿区,シンジュクク,東五軒町,ヒガシゴケンチョウ,,,,,,株式会社　トーハン,カブシキガイシヤ　ト－ハン,東五軒町６－２４,,東京都新宿区東五軒町６－２４,35.707776,
47415,169852100,13,13104,131040075,169-8521,1,0,東京都,トウキョウト,新宿区,シンジュクク,百人町,ヒャクニンチョウ,,,,,,社団法人　俳人協会,シヤダンホウジン　ハイジンキヨウカイ,百人町３丁目２８－１０,,東京都新宿区百人町３丁目２８－１０,35.704695,
47416,169852000,13,13104,131040075,169-8520,1,0,東京都,トウキョウト,新宿区,シンジュクク,百人町,ヒャクニンチョウ,,,,,,株式会社　井成,カブシキガイシヤ　イセイ,百人町１丁目１６－２１,,東京都新宿区百人町１丁目１６－２１,35.700727,
47417,169851600,13,13104,131040075,169-8516,1,0,東京都,トウキョウト,新宿区,シンジュクク,百人町,ヒャクニンチョウ,,,,,,関東ＩＴソフトウェア健康保険組合,カントウアイテイソフトウエアケンコウホケンクミアイ,百人町２丁目２７－６,,東京都新宿区百人町２丁目２７－６,35.70222,
47418,169851700,13,13104,131040075,169-8517,1,0,東京都,トウキョウト,新宿区,シンジュクク,百人町,ヒャクニンチョウ,,,,,,大久保健診センター,オオクボケンシンセンタ－,百人町２丁目２７－６,,東京都新宿区百人町２丁目２７－６,35.70222,
47419,169852500,13,13104,131040075,169-8525,1,0,東京都,トウキョウト,新宿区,シンジュクク,百人町,ヒャクニンチョウ,,,,,,株式会社　益田屋,カブシキガイシヤ　マスダヤ,百人町２丁目２０－１７,,東京都新宿区百人町２丁目２０－１７,35.702887,
47420,169852200,13,13104,131040075,169-8522,1,0,東京都,トウキョウト,新宿区,シンジュクク,百人町,ヒャクニンチョウ,,,,,,学校法人　電子学園　日本電子専門学校,ガツコウホウジン　デンシガクエン　ニホンデンシセンモンガツコウ,百人町１丁目２５－４,,東京都新宿区百人町１丁目２５－４,35.698389,
47421,169850300,13,13104,131040075,169-8503,1,0,東京都,トウキョウト,新宿区,シンジュクク,百人町,ヒャクニンチョウ,,,,,,呉羽化学工業　株式会社　生物医学研究所,クレハカガクコウギヨウ　カブシキガイシヤ　セイブツイガクケンキユウジヨ,百人町３丁目２６－２,,東京都新宿区百人町３丁目２６－２,35.705663,
47423,162848400,13,13104,131040076,162-8484,1,0,東京都,トウキョウト,新宿区,シンジュクク,袋町,フクロマチ,,,,,,公益財団法人　ユネスコ・アジア文化センター,コウエキザイダンホウジン　ユネスコ・アジアブンカセンタ－,袋町６,,東京都新宿区袋町６,35.700859,
47429,160851900,13,13104,131040082,160-8519,1,0,東京都,トウキョウト,新宿区,シンジュクク,南元町,ミナミモトマチ,,,,,,社団法人　金融財政事情研究会,シヤダンホウジン　キンユウザイセイジジヨウケンキユウカイ,南元町１９,,東京都新宿区南元町１９,35.679456,
47430,160852200,13,13104,131040082,160-8522,1,0,東京都,トウキョウト,新宿区,シンジュクク,南元町,ミナミモトマチ,,,,,,女子学生会館　「明泉」,ジヨシガクセイカイカン　＜メイセン＞,南元町６－２,,東京都新宿区南元町６－２,35.680432,
47431,160852100,13,13104,131040082,160-8521,1,0,東京都,トウキョウト,新宿区,シンジュクク,南元町,ミナミモトマチ,,,,,,公明機関紙局,コウメイキカンシキヨク,南元町１８,,東京都新宿区南元町１８,35.679201,
47432,160852000,13,13104,131040082,160-8520,1,0,東京都,トウキョウト,新宿区,シンジュクク,南元町,ミナミモトマチ,,,,,,株式会社　きんざい,カブシキガイシヤ　キンザイ,南元町１９,,東京都新宿区南元町１９,35.679456,
47435,162861200,13,13104,131040084,162-8612,1,0,東京都,トウキョウト,新宿区,シンジュクク,山吹町,ヤマブキチョウ,,,,,,東京都立新宿山吹高等学校,トウキヨウトリツシンジユクヤマブキコウトウガツコウ,山吹町８１,,東京都新宿区山吹町８１,35.7072,
47436,162862600,13,13104,131040084,162-8626,1,0,東京都,トウキョウト,新宿区,シンジュクク,山吹町,ヤマブキチョウ,,,,,,全国測量業　厚生年金基金,ゼンコクソクリヨウギヨウ　コウセイネンキンキキン,山吹町１１－１,,東京都新宿区山吹町１１－１,35.706682,
47437,162862400,13,13104,131040084,162-8624,1,0,東京都,トウキョウト,新宿区,シンジュクク,山吹町,ヤマブキチョウ,,,,,,教職員共済生活協同組合,キヨウシヨクインキヨウサイセイカツ　キヨウドウクミアイ,山吹町１０－１ラポール日教済内,,東京都新宿区山吹町１０－１ラポール日教済内,35.706467,
47438,162860400,13,13104,131040084,162-8604,1,0,東京都,トウキョウト,新宿区,シンジュクク,山吹町,ヤマブキチョウ,,,,,,株式会社　ダイアプレス,カブシキガイシヤ　ダイアプレス,山吹町３３１ＤＩＡＢＯＸ,,東京都新宿区山吹町３３１ＤＩＡＢＯＸ,35.707232,
47439,112870200,13,13104,131040084,112-8702,1,0,東京都,トウキョウト,新宿区,シンジュクク,山吹町,ヤマブキチョウ,,,,,,株式会社　日本アカデミー,カブシキガイシヤ　ニホンアカデミ－,山吹町３５０,,東京都新宿区山吹町３５０,35.708363,
47441,162851200,13,13104,131040085,162-8512,1,0,東京都,トウキョウト,新宿区,シンジュクク,矢来町,ヤライチョウ,,,,,,株式会社　自治体研究社,カブシキガイシヤ　ジチタイケンキユウシヤ,矢来町１２３,,東京都新宿区矢来町１２３,35.704223,
47442,162871100,13,13104,131040085,162-8711,1,0,東京都,トウキョウト,新宿区,シンジュクク,矢来町,ヤライチョウ,,,,,,株式会社　新潮社,カブシキガイシヤ　シンチヨウシヤ,矢来町７１,,東京都新宿区矢来町７１,35.703056,
47444,162868000,13,13104,131040086,162-8680,1,0,東京都,トウキョウト,新宿区,シンジュクク,横寺町,ヨコテラマチ,,,,,,株式会社　旺文社,カブシキガイシヤ　オウブンシヤ,横寺町５５,,東京都新宿区横寺町５５,35.700466,
47445,162805500,13,13104,131040086,162-8055,1,0,東京都,トウキョウト,新宿区,シンジュクク,横寺町,ヨコテラマチ,,,,,,公益財団法人　日本英語検定協会,コウエキザイダンホウジン　ニホンエイゴケンテイキヨウカイ,横寺町５５,,東京都新宿区横寺町５５,35.700466,
47448,160851200,13,13104,131040088,160-8512,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,生活協同組合　東京マイコープ,セイカツキヨウドウクミアイ　トウキヨウマイコ－プ,四谷４丁目２８－７,,東京都新宿区四谷４丁目２８－７,35.68781,
47449,160851100,13,13104,131040088,160-8511,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,大塚刷毛製造　（株）,オオツカハケセイゾウ　カブシキガイシヤ,四谷４丁目１,,東京都新宿区四谷４丁目１,35.687247,
47450,160851000,13,13104,131040088,160-8510,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,新菱冷熱工業　株式会社,シンリヨウレイネツコウギヨウ　カブシキガイシヤ,四谷１丁目６番１号コモレ四谷・四谷タワー５階,,東京都新宿区四谷１丁目６番１号コモレ四谷・四谷タワー５階,35.687158,
47451,160850700,13,13104,131040088,160-8507,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,全国健康保険協会　本部,ゼンコクケンコウホケンキヨウカイ　ホンブ,四谷１丁目６番１号６階,,東京都新宿区四谷１丁目６番１号６階,35.687158,
47452,160838900,13,13104,131040088,160-8389,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,社団法人　日本薬剤師会,シヤダンホウジン　ニホンヤクザイシカイ,四谷３丁目３－１富士・国保連ビル７Ｆ,,東京都新宿区四谷３丁目３－１富士・国保連ビル７Ｆ,35.688358,
47453,160840300,13,13104,131040088,160-8403,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,川辺　株式会社,カワベ　カブシキガイシヤ,四谷４丁目１６－３日本生命新宿御苑前ビル,,東京都新宿区四谷４丁目１６－３日本生命新宿御苑前ビル,35.689177,
47454,160845000,13,13104,131040088,160-8450,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,株式会社　長谷工コミュニティ　東京支店,カブシキガイシヤ　ハセコウコミユニテイ　トウキヨウシテン,四谷４丁目３４－１新宿御苑前アネックスビル４Ｆ,,東京都新宿区四谷４丁目３４－１新宿御苑前アネックスビル４Ｆ,35.690224,
47455,160851500,13,13104,131040088,160-8515,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷,ヨツヤ,,,,,,持田製薬　（株）,モチダセイヤク　カブシキガイシヤ,四谷１丁目７,,東京都新宿区四谷１丁目７,35.686902,
47457,160854300,13,13104,131040097,160-8543,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷坂町,ヨツヤサカマチ,,,,,,コモンズ　株式会社,コモンズ　カブシキガイシヤ,四谷坂町１２番２１号,,東京都新宿区四谷坂町１２番２１号,35.69122,
47459,160853000,13,13104,131040099,160-8530,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷三栄町,ヨツヤサンエイチョウ,,,,,,四谷税務署,ヨツヤゼイムシヨ,四谷三栄町７番７号,,東京都新宿区四谷三栄町７番７号,35.688333,
47461,160857500,13,13104,131040098,160-8575,1,0,東京都,トウキョウト,新宿区,シンジュクク,四谷本塩町,ヨツヤホンシオチョウ,,,,,,雪印メグミルク　株式会社,ユキジルシメグミルク　カブシキカイシヤ,四谷本塩町５番１号,,東京都新宿区四谷本塩町５番１号,35.688175,
47464,162863900,13,13104,131040090,162-8639,1,0,東京都,トウキョウト,新宿区,シンジュクク,若松町,ワカマツチョウ,,,,,,東京都赤十字血液センター,トウキヨウトセキジユウジケツエキセンタ－,若松町１２－２,,東京都新宿区若松町１２－２,35.699265,
47465,162802200,13,13104,131040090,162-8022,1,0,東京都,トウキョウト,新宿区,シンジュクク,若松町,ワカマツチョウ,,,,,,総務省　人事・恩給局,ソウムシヨウ　ジンジ・オンキユウキヨク,若松町１９－１,,東京都新宿区若松町１９－１,35.700746,
47466,162866800,13,13104,131040090,162-8668,1,0,東京都,トウキョウト,新宿区,シンジュクク,若松町,ワカマツチョウ,,,,,,総務省　統計局,ソウムシヨウ　トウケイキヨク,若松町１９－１,,東京都新宿区若松町１９－１,35.700746,
47470,162871800,13,13104,131040093,162-8718,1,0,東京都,トウキョウト,新宿区,シンジュクク,早稲田町,ワセダマチ,,,,,,株式会社　学文社,カブシキガイシヤ　ガクブンシヤ,早稲田町５－４,,東京都新宿区早稲田町５－４,35.705354,
47471,162871700,13,13104,131040093,162-8717,1,0,東京都,トウキョウト,新宿区,シンジュクク,早稲田町,ワセダマチ,,,,,,株式会社　学文社,カブシキガイシヤ　ガクブンシヤ,早稲田町５－４,,東京都新宿区早稲田町５－４,35.705354,
47472,162866900,13,13104,131040093,162-8669,1,0,東京都,トウキョウト,新宿区,シンジュクク,早稲田町,ワセダマチ,,,,,,綜通　株式会社,ソウツウ　カブシキガイシヤ,早稲田町６９,,東京都新宿区早稲田町６９,35.705931,
